text,label,split,cleaned_text
"schwalm ( di ) outotec.com Eila Paatela , Wakil Presiden - Komunikasi Korporat tel. +358 20 529 2004 , ponsel +358 400 817198 e-mail eila .",1,Train,schwalm outotec com eila paatela wakil presiden komunikasi korporat tel token_angka token_angka token_angka token_tahun ponsel token_angka token_angka token_angka e mail eila
"Laba operasi meningkat sebesar 27 % menjadi EUR 579,8 juta dari EUR 457,2 juta di tahun 2006 .",2,Train,laba operasi meningkat sebesar token_angka menjadi token_uang dari token_uang token_tahun
"Item pengeluaran modal yang paling signifikan berada di proyek ERP perencanaan sumber daya perusahaan global, pengembangan produk dan mesin produksi.",1,Train,item pengeluaran modal signifikan proyek erp perencanaan sumber daya perusahaan global pengembangan produk mesin produksi
ANALISIS NWC :,1,Train,analisis nwc
"Namun , laba bersih perusahaan untuk kuartal ketiga turun menjadi EUR 1,4 juta dari EUR 1,5 juta untuk periode yang sama tahun 2009 .",0,Train,namun laba bersih perusahaan kuartal ketiga turun menjadi token_uang dari token_uang periode token_tahun
"Perusahaan gabungan tersebut memiliki penjualan bersih pro-forma sebesar 140 juta euro $ 188,9 juta dan laba operasi sebesar 13 juta euro $ 17,5 juta untuk tahun 2006 .",1,Train,perusahaan gabungan memiliki penjualan bersih pro forma sebesar token_angka juta euro token_angka juta laba operasi sebesar token_angka juta euro token_angka juta token_tahun
Terowongan penumpang diharapkan akan dioperasikan pada tahun 2009 .,1,Train,terowongan penumpang diharapkan dioperasikan token_tahun
"Seperti pemangku kepentingan lainnya, COMPTEL telah terlibat dalam lokakarya, rapat, dan memberikan komentar tentang isu-isu yang paling penting bagi sektor persaingan industri kami.",1,Train,pemangku kepentingan comptel terlibat lokakarya rapat komentar isu isu sektor persaingan industri
"Laba operasi dan penjualan bersih untuk periode 12 bulan meningkat , masing-masing dari EUR21 ,5 m dan EUR196 ,1 m , dibandingkan tahun 2005 .",2,Train,laba operasi penjualan bersih periode token_angka meningkat dari token_uang token_angka token_uang token_angka dibandingkan token_tahun
"Savon koulutuskuntayhtyma, perusahaan yang berbasis di Finlandia telah memberikan kontrak untuk mesin spesialis pertanian atau kehutanan.",2,Train,savon koulutuskuntayhtyma perusahaan berbasis finlandia kontrak mesin spesialis pertanian kehutanan
Transaksi ini diharapkan akan selesai pada Desember 2009 .,1,Train,transaksi diharapkan selesai desember token_tahun
"Laba usaha dan penjualan bersih untuk periode sembilan bulan meningkat , masing - masing sebesar 26,6 % dan 3,4 % , dibandingkan dengan periode yang sama tahun 2006 .",2,Train,laba usaha penjualan bersih periode sembilan meningkat sebesar token_angka token_angka dibandingkan periode token_tahun
"Dia bergabung dengan Technopolis dari KONE di mana dia telah memegang berbagai posisi dalam Grup, terakhir sebagai Direktur Bisnis Layanan dan Pengembangan Bisnis untuk operasi Timur Tengah KONE.",1,Train,bergabung technopolis dari kone memegang posisi grup direktur bisnis layanan pengembangan bisnis operasi timur kone
"Cencorp akan fokus pada pengembangan, pembuatan dan pemasaran produk standar untuk otomatisasi produksi.",1,Train,cencorp fokus pengembangan pembuatan pemasaran produk standar otomatisasi produksi
"Broker mengatakan 2006 telah melihat ` titik balik yang sebenarnya ' di harga dasar baja Eropa , dengan harga yang lebih baik terlihat membawa melalui kuartal kedua tahun 2006 .",2,Train,broker token_tahun titik harga dasar baja eropa harga lebih membawa kuartal token_tahun
"Namun , laba bersih perusahaan untuk kuartal ketiga turun menjadi EUR1 ,4 juta dari EUR1 ,5 juta untuk periode yang sama tahun 2009 .",0,Train,namun laba bersih perusahaan kuartal ketiga turun menjadi token_uang token_angka juta dari token_uang token_angka juta periode token_tahun
SAMPO PLC Jarmo Salonen Kepala Hubungan Investor dan Komunikasi Grup tel. +358 10 516 0030 Distribusi: NASDAQ OMX Helsinki Media utama Financial Supervisory Authority www.sampo.com Pengumuman ini didistribusikan oleh Thomson Reuters atas nama klien Thomson Reuters.,1,Train,sampo perusahaan publik jarmo salonen kepala hubungan investor komunikasi grup tel token_angka token_angka token_angka token_angka distribusi bursa efek nasdaq bursa efek nordik helsinki media utama financial supervisory authority pengumuman didistribusikan thomson reuters atas nama klien thomson reuters
"`` Metode dan Sistem untuk Mengontrol Drive Hard Disk Menggunakan Antarmuka Fisik Kartu Multimedia '' ditemukan oleh Marko Ahvenainen Ruutana, Finlandia.",1,Train,metode sistem mengontrol drive hard disk antarmuka fisik kartu multimedia ditemukan marko ahvenainen ruutana finlandia
"- Laba operasional naik sebesar 26,9% menjadi EUR 105,8 (83,4) juta.",2,Train,laba operasional naik sebesar token_angka menjadi token_uang token_angka juta
"Pada Januari-September 2007 , penjualan bersih Finnlines naik menjadi EUR 505,4 juta dari EUR 473,5 juta pada periode yang sama tahun 2006 .",2,Train,januari september token_tahun penjualan bersih finnlines naik menjadi token_uang dari token_uang periode token_tahun
"( ADP News ) - Feb 11 , 2009 - Penyedia solusi perangkat lunak manajemen Finlandia Ixonos Oyj ( HEL : XNS1V ) mengatakan hari ini laba bersihnya meningkat menjadi EUR 3,5 juta ( USD 4,5 juta ) untuk tahun 2008 dari EUR 3,1 juta untuk tahun 2007 .",2,Train,adp news feb token_angka token_tahun penyedia solusi perangkat lunak manajemen finlandia ixonos perusahaan publik bursa efek helsinki xns token_angka v laba bersihnya meningkat menjadi token_uang token_uang token_tahun dari token_uang token_tahun
"Reorganisasi akan dilakukan dengan mengalihkan properti, pabrik, dan peralatan terkait produksi HKScan Corporation di Finlandia serta kepemilikannya di anak perusahaan dan rekanan ke HKScan Finland Oy, sebuah perusahaan induk yang sepenuhnya dimiliki oleh HKScan Corporation.",1,Train,reorganisasi mengalihkan properti pabrik peralatan terkait produksi hkscan corporation finlandia kepemilikannya anak perusahaan rekanan ke hkscan finland oy perusahaan induk sepenuhnya dimiliki hkscan corporation
"Jembatan tersebut akan memiliki panjang 1,2 km dan terletak di antara Anasmotet di jalan E20 dan persimpangan lalu lintas baru di Marieholm di jalan E45 .",1,Train,jembatan memiliki token_angka km terletak anasmotet jalan e20 persimpangan lintas marieholm jalan e45
"Perubahan kepemilikan sesuai dengan Bab 2, Bagian 9 Undang-Undang Pasar Sekuritas Finlandia dijelaskan di bawah ini.",1,Train,perubahan kepemilikan sesuai bab token_angka token_angka undang undang pasar sekuritas finlandia bawah
"Pembicaraan harga ada di swap pasar menengah ditambah area 105 bps dan leadnya adalah Barclays , BNPP , UBS dan CBA .",1,Train,pembicaraan harga swap pasar menengah ditambah area token_angka bps leadnya barclays bnpp ubs cba
"Berdasarkan tahun kalender 2005, perusahaan gabungan tersebut memiliki pendapatan tahunan pro forma EUR15,8 miliar dan diperkirakan akan mulai beroperasi dengan 60.000 karyawan.",1,Train,berdasarkan kalender token_tahun perusahaan gabungan memiliki pendapatan tahunan pro forma token_uang token_angka miliar beroperasi token_angka karyawan
`` Pengeluaran modal untuk efisiensi energi sayangnya turun seiring dengan penurunan ekonomi.,0,Train,pengeluaran modal efisiensi energi sayangnya turun seiring penurunan ekonomi
"Di bawah perkiraan awal, taman teknologi akan berukuran sekitar 50.000 meter persegi.",1,Train,bawah perkiraan taman teknologi berukuran sekitar token_angka meter persegi
"Ragutis , dikendalikan oleh pembuat bir Finlandia Olvi , mencapai kenaikan penjualan bir 5,7 persen menjadi 22,6 juta liter dan memegang pangsa pasar 10,75 persen .",2,Train,ragutis dikendalikan pembuat bir finlandia olvi mencapai kenaikan penjualan bir token_persen menjadi token_angka juta liter memegang pangsa pasar token_persen
"Finlandia Suominen Corporation yang membuat tisu, bukan tenunan, dan kemasan fleksibel, mengharapkan perubahan situasi pasar untuk mengurangi penjualan bukan tenunan Suominen dan tisu basah dari perkiraan volume sebelumnya.",0,Train,finlandia suominen corporation tisu tenunan kemasan fleksibel mengharapkan perubahan situasi pasar mengurangi penjualan tenunan suominen tisu basah dari perkiraan volume
"Rencana ini diperkirakan menghasilkan penghematan biaya sebesar EUR 5 juta (USD 6,5 juta) setiap tahunnya.",2,Train,rencana menghasilkan penghematan biaya sebesar token_uang usd token_angka juta tahunnya
"Cooper SH , distributor Inggris untuk pabrikan alat angkat Konecranes , memenangkan kontrak lima tahun yang melibatkan teknologi pemeliharaan rendah dan hemat bahan bakar .",2,Train,cooper sh distributor inggris pabrikan alat angkat konecranes memenangkan kontrak melibatkan teknologi pemeliharaan rendah hemat bahan bakar
Vacon baru-baru ini mengumumkan rencana untuk membangun kantor pusatnya di Amerika Utara di 5 Business Park di Chambersburg.,1,Train,vacon mengumumkan rencana membangun kantor pusatnya amerika utara token_angka business park chambersburg
Kami menawarkan solusi pelanggan kami berdasarkan bahan baku terbarukan.,1,Train,menawarkan solusi pelanggan berdasarkan bahan baku terbarukan
Jumlah total harga berlangganan dicatat dalam dana untuk ekuitas tidak terbatas yang diinvestasikan.,1,Train,total harga berlangganan dicatat dana ekuitas tidak terbatas diinvestasikan
"Penjualan bersih naik 25,5% tahun-ke-tahun menjadi EUR59,6 juta, karena jumlah pengisi daya yang dikirimkan naik sebesar 41% menjadi 65,9 juta keping.",2,Train,penjualan bersih naik token_angka ke menjadi token_uang token_angka juta karena pengisi daya dikirimkan naik sebesar token_angka menjadi token_angka juta keping
"Menampilkan antarmuka pengguna S60 , model 135 gram ini juga dilengkapi dengan layar VGA 2,4 inci seperempat dan memori internal 100 megabita , dapat diperluas melalui slot Micro Secure Digital .",1,Train,menampilkan antarmuka pengguna s60 model token_angka gram dilengkapi layar vga token_angka inci seperempat memori internal token_angka megabita diperluas slot micro secure digital
"Saat selesai, Menara Pengawal setinggi 120 meter akan menjadi gedung tertinggi di Irlandia.",1,Train,selesai menara pengawal token_angka meter menjadi gedung tertinggi irlandia
"Berita ADP - 6 Nov 2008 - Pengembang perangkat lunak ritel Finlandia Solusi Aldata Oyj OMX: ALD1V hari ini mengatakan bahwa laba bersihnya berayun sebesar EUR 2,1 juta USD 2,7 juta selama sembilan bulan pertama tahun 2008 versus kerugian bersih UE",2,Train,berita adp token_angka nov token_tahun pengembang perangkat lunak ritel finlandia solusi aldata perusahaan publik omx ald token_angka v laba bersihnya berayun sebesar token_uang token_uang selama sembilan token_tahun versus kerugian bersih ue
Rubin mengharapkan Capman untuk mengumumkan 1-2 transaksi tambahan pada tahun 2009 .,1,Train,rubin mengharapkan capman mengumumkan token_angka token_angka transaksi tambahan token_tahun
"Perusahaan melaporkan kerugian untuk periode EUR 0,4 juta dibandingkan dengan kerugian EUR 1,9 juta pada periode yang sama tahun 2005 .",2,Train,perusahaan melaporkan kerugian periode token_uang dibandingkan kerugian token_uang periode token_tahun
"Kontrak Poyry mencakup manajemen teknik, layanan teknik sipil dan detail, serta penjadwalan waktu dan layanan pengadaan.",1,Train,kontrak poyry mencakup manajemen teknik layanan teknik sipil detail penjadwalan layanan pengadaan
Dari Merisatama ke pelosok dunia Asfaltti Osakeyhti+Â Lemmink+ñinen didirikan pada tahun 1910 oleh sekelompok ahli bangunan di Helsinki sebagai spesialis bisnis dan subkontraktor .,1,Train,dari merisatama ke pelosok dunia asfaltti osakeyhti â lemmink ñinen didirikan token_tahun sekelompok ahli bangunan helsinki spesialis bisnis subkontraktor
Perusahaan akan menerbitkan laporan keuangan tahun 2008 pada tanggal 25 Februari 2009 .,1,Train,perusahaan menerbitkan laporan keuangan token_tahun tanggal token_angka februari token_tahun
Lalu lintas kargo turun 1 % tahun ke tahun menjadi 8.561 ton pada September 2009 .,0,Train,lintas kargo turun token_angka ke menjadi token_angka ton september token_tahun
"Peserta di salah satu diskusi buku atau acara khusus lainnya , atau pengunjung dealer mobil berhak mengikuti undian untuk Altima perak empat pintu tahun 2005 .",1,Train,peserta salah diskusi buku acara khusus pengunjung dealer mobil berhak mengikuti undian altima perak pintu token_tahun
Dewan Direksi Okmetic juga telah memutuskan program kepemilikan saham baru yang ditujukan kepada manajemen puncak perusahaan.,1,Train,dewan direksi okmetic memutuskan program kepemilikan saham manajemen puncak perusahaan
"Biaya tidak berulang yang disebabkan oleh restrukturisasi area bisnis Premedia Talentum akan berjumlah 2,0 juta euro $ 2,7 juta dan akan dimasukkan dalam hasil keuangan perusahaan untuk kuartal kedua tahun 2007 .",1,Train,biaya tidak berulang disebabkan restrukturisasi area bisnis premedia talentum token_angka juta euro token_angka juta dimasukkan hasil keuangan perusahaan kuartal token_tahun
"Laba perusahaan mencapai Ls 578.100 di H1 2007, turun 30,9% tahun-ke-tahun.",0,Train,laba perusahaan mencapai ls token_angka h1 token_tahun turun token_angka ke
Mereka berdua akan melapor kepada CEO Oriola-KD Eero Hautaniemi.,1,Train,berdua melapor direktur utama oriola kd eero hautaniemi
Investasi akan menjadi beberapa EUR5m.,1,Train,investasi menjadi token_uang
"Rautaruukki mengatakan kelompok konstruksi YIT telah memberinya kontrak senilai 2,5 juta euro untuk memasok struktur baja untuk jembatan baru yang membentang di sungai Kemijoki di Finlandia Utara.",2,Train,rautaruukki kelompok konstruksi yit memberinya kontrak senilai token_angka juta euro memasok struktur baja jembatan membentang sungai kemijoki finlandia utara
"Menurut laporan media bisnis , Usmanov berencana untuk mentransfer saham MegaFon miliknya ke Svyainvest yang dikendalikan negara , dengan imbalan saham gabungan RosTelecom .",1,Train,laporan media bisnis usmanov berencana mentransfer saham megafon miliknya ke svyainvest dikendalikan negara imbalan saham gabungan rostelecom
"Cramo merosot ke kerugian sebelum pajak sebesar EUR 6,7 juta dari keuntungan sebelum pajak sebesar EUR 58,9 juta.",0,Train,cramo merosot ke kerugian pajak sebesar token_uang dari keuntungan pajak sebesar token_uang
Model perusahaan didasarkan pada proyek konstruksi kontrak pengembang dan manajemen proyek yang berfokus pada pelanggan.,1,Train,model perusahaan didasarkan proyek konstruksi kontrak pengembang manajemen proyek berfokus pelanggan
"Neste Oil akan mempublikasikan hasil kuartal ketiga 2008 pada hari Jumat, 24 Oktober 2008 sekitar pukul 9 pagi (EET).",1,Train,neste oil mempublikasikan hasil kuartal ketiga token_tahun jumat token_angka oktober token_tahun sekitar token_angka pagi eet
"Setelah item non-recurring sebesar EUR 177 juta , keuntungan sebesar EUR 20 juta .",1,Train,setelah item non recurring sebesar token_uang keuntungan sebesar token_uang
"Perusahaan konstruksi Finlandia YIT Oyj mengatakan pada 13 November 2007 memenangkan kontrak 70 juta euro $ 102,8 juta untuk membangun gedung kantor baru untuk perusahaan properti lokal Tapiola Real Estate Oy .",2,Train,perusahaan konstruksi finlandia yit perusahaan publik token_angka november token_tahun memenangkan kontrak token_angka juta euro token_angka juta membangun gedung kantor perusahaan properti lokal tapiola real estate perusahaan
"F-Secure, pengembang solusi keamanan sebagai layanan melalui Penyedia Layanan Internet dan operator seluler, mengumumkan hasil Survei Kesejahteraan Online tahunannya.",1,Train,f secure pengembang solusi keamanan layanan penyedia layanan internet operator seluler mengumumkan hasil survei kesejahteraan online tahunannya
